

03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03






03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,24,00,00,00,00,00,00,14,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,19,20,00,00,00,00,23,07,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,27,13,13,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
00,14,03,03,03,03,03,03,03,03,03,03,03,03,00,03,03,03,27,13,13,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
23,07,03,03,03,03,03,03,03,03,03,08,09,09,09,09,15,16,22,13,13,13,13,04,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,24,00,00,00,03
05,03,03,03,03,03,03,03,08,03,03,03,03,03,03,03,03,17,09,09,09,09,09,09,07,03,03,03,03,03,03,03,17,09,09,09,09,09,09,03,03,03,03,03,03,03,03,03
05,03,03,08,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,27,13,13,13,05,03,03
05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,17,07,03,03,03,03,03,03,03,03,03,03,03,27,13,13,13,05,03,03
04,03,03,03,03,10,00,00,00,00,00,00,28,03,03,03,03,03,03,03,03,03,03,03,08,08,03,03,03,03,03,03,08,08,03,03,03,03,03,03,03,27,13,13,13,05,03,03
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,03,17,07,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00,00,00,00,28,27,13,13,13,21,02,02
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00
